"ファイル名","タイトル","概要","重複元ファイル","Good数","Bad数","冒険活劇","ヒーロー","アクション","バトル","ミステリ","サスペンス","ホラー","ロマンス","ラブコメ","ジュブナイル","異世界","ファンタジー","SF","歴史","会話劇","奇妙な味","日常","学園","スポーツ","ギャグ","頭脳戦","伝奇","家族ドラマ","料理","タイムトラベル","知識チート","お仕事","音楽","BL"
"外れスキル【余白】で追放された俺、世界の設定を書き足せると気づいたので、滅亡予定の辺境都市で無双します.txt","外れスキル【余白】で追放された俺、世界の設定を書き足せると気づいたので、滅亡予定の辺境都市で無双します","戦えず回復もできない記録係として、勇者一行を追放されたリオ。だが仲間の装備を陰で支えていたのは、物や魔法の「余白」に一文を書き足し、性質を変える彼の天恵だった。旅立った先で、リオは世界そのものにも未確定の空白があると知る。折しも北辺都市フェルセンには、六日後に終焉竜が襲来するとの予言が下っていた。援軍も避難の時間もない一万二千人の街を、たった一文で救えるのか。外れと笑われた力が、滅亡予定を書き換え始める。","",0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"夫婦残高.txt","夫婦残高","潰れた喫茶店が残した借金は一千八百万円。結婚六年目の真一と茜は、相手を気遣うほど本音を確かめられなくなっていた。そんな二人へ届いたのは「相互理解を換金しませんか」という招待状。閉鎖された式場の地下で待っていたのは、夫婦の共有記憶をチップに変え、互いに関する六問へ賭ける奇妙な取引だった。正解すれば未来の思い出が増え、外せば過去が失われる。借金を消すために差し出せるのは、二人が夫婦であった証そのもの。最も近い相手を、本当に知っているのは誰なのか。","",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"家族枠は、あと一名.txt","家族枠は、あと一名","通販会社の経理・青木麻冬と、無口な同僚の里見朔。社内では距離を置く二人だが、実は打ち切りSFアニメを愛する創作者と考察ブログ主という秘密を共有している。ある日、麻冬の母が三百円で買った謎の写真立てに、里見を加えた未来の家族写真が映った。四人家族なのに表示は「現在五名」。母が新規登録を押すと、定員超過による入替のカウントダウンが始まり、写真から消えた家族は現実でも少しずつ意識されなくなる。最初からいた五人目とは誰か。家族に入る者と、押し出される者を決めるのは何なのか。","",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"巨獣は鐘の音を忘れない.txt","巨獣は鐘の音を忘れない","海洋観測員・雨宮澪の歯に届いた低い振動は、二十年前に海で消えた父が鳴らしていた「三つ、間を置いて二つ」の鐘の合図だった。直後、海底地熱施設を破壊して全長百メートル超の巨獣クガナが浮上し、人口百二十万の鏡浜へ進み始める。軍が迎撃を急ぐ一方、澪はその行動に無差別な怒りではない目的を感じ取る。さらに海底からは、電気も生物も食らう白い群体が迫っていた。ミサイルが巨獣を敵と決める前に、父の鐘で呼びかけることはできるのか。怪獣と都市の運命を、忘れられた音がつなぐ。","",0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"帰れ！家路くん_放課後最速伝説.txt","帰れ！家路くん――放課後最速伝説――","家族のコロッケ店を手伝うため、終礼の号令と同時に校門を出る家路直人。その帰宅速度は校内記録を塗り替えるほどだが、青春至上主義の生徒会長に強制入部を迫られてしまう。彼を救ったのは、帰宅を立派な競技にしたい夕日ミチルと、学校の真向かいの家まで六時間かかる道草マワル。非公認帰宅部の三人に課された実技審査は、午後五時までに全員で正門を突破すること。終わらない終礼、卓球部の弾幕、書道部の通行止め――全校の部活が仕掛ける「帰宅阻止大作戦」を、夕飯までに駆け抜けろ。","",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"影縫い――御影町奇譚――.txt","影縫い――御影町奇譚――","人の影は、夜に一度だけ持ち主より先に笑う――兄・朔が消える三日前に聞いた話を、久世迅は七年間忘れられずにいた。夏祭りを控えた旧校舎で、親友コタの影が白い歯を見せ、巨大な針と黒髪の糸が床から現れる。コタは今夜の「針代」に選ばれたのだという。影を持たない学級委員・御影叶は、迅の兄も同じ異変を見ていたと告げ、日没後の神社へ彼を導く。影を踏むな、鏡を伏せろ、山から名を呼ばれても答えるな。町ぐるみで守られてきた禁忌の奥で、兄と親友を結ぶ縫い目が開こうとしていた。","",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"恋の衣装は、まだ準備中！.txt","恋の衣装は、まだ準備中！","大学祭前夜、服飾サークルの佐伯悠真へ、演劇サークルの看板役者・星川莉央が駆け込んでくる。明日のヒーローショーで着る姫騎士ルミナのドレスは、背中のファスナーが壊れたまま。本番は朝九時、修理には着た状態での調整が必要だ。雷雨に閉じ込められた作業室で、採寸なら平静な悠真も、莉央との距離には針先ほどの余裕しかない。さらに隣室の仮想試着装置が暴走し、衣装も秘密もずぶ濡れにしていく。舞台の幕が上がるまでにドレスは直るのか。そして二人がまだ言葉にできない気持ちは、どんな衣装を選ぶのか。","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"悪魔は焚き火のそばにいる.txt","悪魔は焚き火のそばにいる","十三年前の採石場崩落から生き残った黒瀬灯の左手には、人の恐怖を食べ、影を殺す異形の「空洞」が棲んでいる。弟の死と消えた調査員を追って冬の灰見湖へ来た灯は、研究者・比良坂と対峙する。しかし湖畔の六組へ配られた赤いランタンが一斉に灯り、復讐の一夜は見知らぬキャンパー全員を巻き込む儀式へ変わっていく。アウトドア用品の修理工として事故を装える灯の前に、パンを抱えた友人・早苗まで現れる。火の輪が閉じる前に人々を逃がすのか、それとも胸の奥で「喰わせろ」と囁く悪魔へ身を渡すのか。","",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"放課後_コードはひとつ余る.txt","放課後、コードはひとつ余る","軽音楽同好会へ入った最大の理由は、部室に冷房があると聞いたから――キーボード担当の水城透はそう明かせないまま、壊れた冷房の下で文化祭の新曲作りを任される。相棒は、いつも何かが少し足りないギター兼ボーカルの星川晴。晴の迷子になった四小節へ透が「帰るコード」を足すと、曲は二人の放課後を映し始めた。だが歌詞のテーマは恋、晴には同じ学校の二年生に好きな人がいるという。歌詞は本番まで秘密。透は知らない誰かへ向かう曲を、最後まで隣で弾けるのか。足りない一音が、言えない気持ちを照らす青春音楽譚。","",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
"放課後、雲をひとつ持ち帰る.txt","放課後、雲をひとつ持ち帰る","靴箱が鳴らす音、焼きそばパンの匂い、眠そうなベートーヴェン。潮見高校の「余白部」は、気づいても誰にも報告しないような小さな発見を記録する四人組だ。ところが活動写真を午後五時までに提出できなければ、部室を失うと判明する。役に立たない日常を一枚で説明するため、部長まひるが決めた活動は「雲の採取」。ジャム瓶とカメラを手に、逃げる白雲を追って中庭、階段、校庭へ。やがて夕立が学校を包み、締切は刻々と迫る。何も成し遂げない時間に居場所を与える、放課後の小さな冒険。","",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"放課後騎士と鏡裏校舎の不正解姫.txt","放課後騎士と鏡裏校舎の不正解姫","全校生徒を勝手に守護対象とする一人騎士道研究会の鳴海騎士と、怪異を「現実へ入り込んだ悪文」と見なし赤鉛筆で校正する砥上綴。学園祭前夜、生徒会室から三十万円が消え、書記の雨宮灯が失踪した。校内すべての鏡は、生徒会長・西園寺菫を犯人だと告発する。午後十一時十三分、噂が形になった鏡裏校舎では、菫を裁く「赤点裁判」が開廷するという。欠席しても有罪、正解以外に発言権なし。白いカラスが招く破綻した法廷で、騎士の信頼と校正係の論理は、皆が欲しがる派手な筋書きを覆せるのか。","",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"敗北王子と冬の犬.txt","敗北王子と冬の犬――精神勝利の無双譚――","雪の町で育った孤児の絵描きキュウは、殴られても追い出されても心の帳尻を合わせる「精神勝利法」と、老犬ボロだけを家族に生きてきた。貧しい板絵を踏みにじられた日、描いた青い鳥が絵から抜け出し、嘲笑った相手へ反撃する。さらに夜の大聖堂では、祭壇画の亡霊がキュウを「我が血を継ぐ者」と呼び、胸の銀札に王家の紋が浮かぶ。王立絵画競技会の締切は翌朝、出品料すらない。それでも負けを認めない少年と犬は、絵が現実へ染み出す力を手に、王冠と過去をめぐる途方もない勝負へ歩き出す。","",0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"明日から来た斬られ役.txt","明日から来た斬られ役","四百年後からの観光客「明日衆」で潤う一方、歴史らしさを演じさせられる暮六つ市。刀を抜かずに揉め事を片づける抜かず屋・榊朔兵衛のもとへ、赤い風車を持つ少女こよみが現れる。依頼は「今夜、私を斬らないで」。未来の興行チラシには、午前零時十三分に朔兵衛が彼女の首を落とす場面と、第四八三三回公演の文字があった。惨劇を覚えているのは、壊れた存在だというこよみだけ。住民を背景人物と呼ぶ観光局、車輪で走る甲冑、死んだはずの剣客が筋書きを守らせに来る中、斬らない男は歴史の結末へ刃向かえるのか。","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"星屑スープと午後三時の魔王.txt","星屑スープと午後三時の魔王","午後三時、校舎裏で空腹のあまり倒れていたのは、角に半額シールを貼った魔王見習い・宵町ねねだった。蜂蜜パンを分けた柚木ましろと、フィンランドからの留学生アイノは、その場で世界征服計画の幹部に任命される。ねねの一族に残された古い喫茶店と魔窯を守るには、三日以内に百人分の「満ち足りた吐息」が必要だ。料理が壊滅的な魔王に代わり、三人は商店街の星待ち祭りで鮭と味噌のスープを売ることに。遠い故郷、冷えた一人分の食卓、寂れた店――それぞれの空腹を、ひと椀の星屑で温められるか。","",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
"星屑茶会と月喰い竜.txt","星屑茶会と月喰い竜","学術成果なしを理由に、日没で廃部となる星間遺物研究兼菓子試食同好会。部長セナたち四人が最後の会議をしていると、天井を破って黒い卵が落ち、蜂蜜パイを食べる小竜ポルカが生まれた。壊れた薬缶だと思っていた遺物は星図を映し、三度目の蝕までにポルカを黒い月の心臓へ届けなければ、月喰い竜が鎖を断つと告げる。そこへ竜を兵器として接収する無彩連盟の艦隊が来襲。四人と一匹は、元移動菓子売り船〈マドレーヌ号〉で星の海へ飛び出す。世界救済は校内貢献として認められるのか。","",0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"星降り峠のこがね丸.txt","星降り峠のこがね丸","平凡な会社員だった記憶を残し、異世界の山で蜂蜜色の不定形生物へ転生した「私」。触れた石、水、木の性質を借りる力を持ち、トヨばあに拾われて、こがね丸として山の暮らしと人の姿を覚えていく。穏やかな年月の後、空から雷環連邦の皇女トバリが墜落。彼女の雷環を素手で受け止めたせいで、なぜか婚姻が成立し、さらに山の地下に眠る星炉の管理権まで争われることになる。何にでも馴染める者に、自分だけの形はあるのか。村と墓と森を「辺境の資源」に変えようとする空の国へ、山育ちの丸い英雄が立つ。","",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"暁に喰われる名前.txt","暁に喰われる名前","忍びが本当の名を渡すのは、喉を差し出すより危険。冬木綾芽と狭霧蓮は十二歳で互いの名を交換したが、九年前の和議爆破を境に、兄と姉を奪った仇として殺し合う仲になった。夜明けに《黒名帖》が炉へ投じられれば、記された忍びは名とともに心臓を焼かれる。ところが帳面を奪い合った二人は、自分の里に教えられた内容が正反対だと知る。紙の眼を百も操る追手が迫る中、傷を返す代わりに大切な記憶を失う綾芽と、誰にも見られない一息だけ場所を渡れる蓮は、もう一度だけ互いを信じられるのか。","",0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"暮鐘宮の十度目の死.txt","暮鐘宮の十度目の死","日暮れの鐘が鳴るたび、紫苑妃は脈も呼吸も失い、翌朝には棺の中で目を覚ます。九夜続いた怪異に皇帝は「十度目に蘇る者は人ではない」とし、夜明けを待たず焼くよう命じた。期限の日、宮廷を追われた医師・灰谷ヨルが呼び戻される。妃は死んでいる間も意識があり、周囲の声をすべて聞いていたという。痺れる舌、灰色の唇、静かすぎる庭、開けてはならない南の扉。祈祷ではなく脈と毒と仕掛けを読むヨルは、鐘が鳴る前に「死」を診断し直せるのか。後宮の面目と勅命が、一人の患者を火へ追い立てる。","",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"月は盗めても、午前零時は待ってくれない.txt","月は盗めても、午前零時は待ってくれない","盗まれた物を持ち主へ戻し、持ち主が悪党なら勝手に返却先を変える「返却屋」城戸レイ。雲上美術館へ潜入した夜、量子暗号鍵〈オルフェウスの月〉を、赤いドレスの怪盗に目の前でさらわれる。追跡したレイを待っていたのは、彼を逮捕しに来た星野マヤ警部補だった。だが警察署まで武装集団に襲われ、月が午前零時に起動すれば、金融・司法記録と街の所有権まで書き換えられると判明する。容疑者と刑事は片手ずつ手錠でつながれたまま、空の街を駆ける。盗まれた過去を、零時までに誰へ返すのか。","",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"月を噛む九十九折荘.txt","月を噛む九十九折荘","鐘の十三打目を頭蓋の内側で聞き、白い病室で目覚めたナギ。姓も過去も忘れた彼女の影には白い歯があり、人の嘘どころか鉄板まで噛み砕く。覚醒衛生院は、環楼都市ネムルの月に残った巨大な歯形と影の歯並びが一致すると告げるが、「閉じ込めない」という説明を影は即座に食べてしまう。七つの取っ手がある扉から逃げたナギが落ちた先は、影にも家賃を請求する大家オモトの九十九折荘。月を誰が噛んだのか、自分を起こしたのは誰なのか。嘘だらけの曲がった街で、名前のない真実だけが追ってくる。","",0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"月裏座の観客.txt","月裏座の観客","元女優・雨宮凪がコンビニのコピー機から受け取ったのは、翌日付の自分の死亡記事だった。裏面の招待状は、取り壊された撮影所の〈月裏座〉で「奪われた役と名前を返す」と誘い、十四年前に消えた母の化粧箱と同じ三日月を刻んでいる。入場料は忘れたい記憶一つ。仮面の観客が埋める劇場で待っていた共演者は、二年前の事故を境に凪から主演も信用も奪った人気女優・御影茉莉だった。拍手が記憶と人生の配役を書き換える舞台で、午前零時の主演募集が始まる。凪は自分の物語を、他人の望む役から取り返せるのか。","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"未処理案件_世界.txt","未処理案件：世界","蛍光灯の寿命から遅い経費精算まで知り尽くす、総務歴二十六年の小野寺直人。彼の部署へ月曜の朝、始まりを司る朝戸ハルと、終わりを扱う暮木シズが派遣されてくる。契約は金曜まで、業務は「現地運用更新監査」。二人は地上の暮らしに続ける価値があるか判定するらしい。プリンを奉納扱いで消し、会議そのものをシュレッダーにかける新人たちを、小野寺は入館証と注意書きと普通の段取りで受け止めていく。誰の担当でもないが放置すれば皆が困る仕事は、世界の存続理由になり得るのか。金曜十七時三十分、更新期限が迫る。","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"欠員.txt","欠員","希望退職という名で社員を切り続ける人事課長・新田一郎の複合機が、存在しない求人票を吐き出した。「電車で席を譲る人」に応募すれば十二秒だけ役割を得て、「抽選会の一等当選者」へ応募すれば本当に金色の玉が出る。だが採用されるたび、本来そこにいた誰かが席を失う。会社の地下に現れた人事部別室は、母親、親友、事故の目撃者、戦争を始めない人まで、人生の役割を最適配置していた。やがて求人は、新田が取り残してきた愛と家庭への未練に触れ始める。空席でない人生にも応募できるとき、人を減らしてきた男は何を選ぶのか。","",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"残り0.8秒の空_スポーツ読み切り小説.txt","残り〇・八秒の空","二年前、同点の試合終了間際にシュートを打てず、味方へ責任ごと渡すようなパスをして敗れた瀬尾凪。それ以来、まだ起きていない一秒先のコートが見える才能を持ちながら、自分では一本も打たないポイントガードになっていた。部員わずか七人の潮見高校で、主将・久我烈とエース鷹野は、その冷たく正しいパスの奥にある恐怖を見抜く。地区予選を前に、逃げ道だったはずのパスは仲間を傷つけ、凪へ「自分の番」を突きつける。残り〇・八秒、空中に残る選択肢は一つ。彼はもう一度、ボールの行き先を自分で決められるのか。","",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"水底の鐘_格闘小説_読み切り.txt","水底の鐘","閉鎖された市民プールの水を抜いた底で、三百人だけが知る格闘試合が始まる。六年前の事故で聴力を失い、実戦から離れていた四十二歳の黒瀬岳人。対するは十八戦無敗、呼吸や足音から攻撃の「始まり」を半拍早く盗む鳴海朔だ。何も聞こえない黒瀬は、乾いたタイルを走る振動を足裏で、触れた筋肉の意図を骨で読む。だが鳴海も振動を消し、偽りの拍子を刻み始める。「先生の拳は昔の話？」という教え子の問いを胸に、黒瀬は静寂そのものを武器へ変えられるのか。音のない攻防が、技の名前を削っていく。","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"海は三度まばたく.txt","海は三度まばたく","二〇三三年、太平洋の全戦略潜水艦の位置を暴いた深海艇〈黎明〉が、核兵器凍結を求めて世界へ二十四時間の猶予を突きつける。艦長・鳴海蓮が残した「海は三度まばたく」という言葉を聞き、東京のラジオ修理工・真壁透は三十二年前の夏へ引き戻された。死んだはずの幼なじみ、海の下から来た少女ミナ、地図から消された玻璃ヶ浜、そして一度も再生できなかった「ぼくらの最後の放送」のカセット。国家安全調整室に連れ出された透は、核戦力と忘れられた記憶を結ぶ信号を追う。海が隠してきたものを、世界は見ても耐えられるのか。","",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"海は太鼓にひらかない.txt","海は太鼓にひらかない――王立古文書院所蔵『青錫太鼓内面刻文』および六つの異本による――","十三歳の姿のまま二十二歳になった太鼓叩きテオは、嘘を止める代わりに威厳を失わせる拍子を刻む。飢えた町から聖島へ向かう三百人の子どもたちに、海が割れれば天使を救え、飢饉も終わるという都合のよい奇跡が与えられた。九年前に消えた弟を列の中へ探すテオは、継ぎはぎの鎧を着た自称・聖灰騎士ガスパルと旅を追う。海は開かない。それでも、子どもを祝福という言葉で送り出す大人たちの壁は壊せるか。七つの異本が年齢も太陽も食い違わせながら、二人が互いを愛した一点だけを同じ拍子で伝える。","",0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"潮の内側_読み切り小説.txt","潮の内側","文字の線を引くことで生きてきたデザイナー・長谷川澄人は、右手の震えで仕事を失いかけ、離島・凪浦島の診療所の看板を書く依頼へ送り出される。上手な字ではなく「毎朝見ても飽きない字」がほしいという島で、筆を奪う少女ミナと、勝手に働く人々が彼を待っていた。一方、名も呼ばれなくなった誰かの身体の内側では、赤荷運びのルカたちが、狭まる搬入路へ命を支える青い灯油を運び続けている。書けない手と、動けない末端区。外と内で同時に詰まり始めた流れを、一本の不完全な線はつなぎ直せるのか。","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"潮影の羅針盤.txt","潮影の羅針盤","黒い潮の壁〈夜垣〉が島々を分断する海。空からオトナシ島へ墜落したカナタは、衝撃を蓄えて返す紋章で黒い壺を割り、人々から奪われた「助けて」「大好き」などの言葉を解き放つ。島では総督ザグロが一日一語を税として徴収し、言葉に結びつく記憶まで薄れさせていた。次の月食には、全員の名前を取るという。果たされない約束を指す羅針盤を持つカナタは、声を失った海図師ミナモと総督府の塔を目指す。影を縫う番犬シグが待つ中、閉ざされた海と心を、言葉はもう一度つなげられるのか。","",0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"灰を飲む夜.txt","灰を飲む夜","再開発に狙われた灰浜十三番街で、火付けの匂いを嗅ぎ分ける黒瀬カイは、かつて街の仲間だった開発会社専務・久世直臣と対立している。最後の土地を持つワインバーの老店主・榊玄蔵は、店を賭けた五杯のブラインド・テイスティングを宣言したまま朝を迎えなかった。挑戦者はカイ、直臣、玄蔵と決裂した一流ソムリエ・御影ミオ。教本の言葉を持たないカイにも、石油、雨漏り、焦りとして酒の真実が見える。最後の一杯は「まだ起きていない裏切り」の味がするという灰のヴィンテージ。街を継ぐ舌は誰のものか。","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"灰堂家の七ツ鐘_読み切り小説.txt","灰堂家の七ツ鐘","雨の深夜、真白紬は灰堂葬儀社へ「生きている人間の葬式」を依頼する。標的は慈善家として称賛される児童福祉財団代表・御厨聖道。弟の晴人は施設火災の犯人にされて死んだが、その直前には密閉された白い部屋にいたという。代金は、亡き母と弟の声が残る唯一のカセット。血のつながらない五人の灰堂家は、死者が物へ残した最後の四十九秒を加害者へ返す〈七ツ鐘返し〉を使う。六つの痕と、依頼人が鳴らす最後の鐘。華やかな財団式典への潜入が、法に消された死を弔う危険な葬列へ変わる。","",0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"無名旗_読み切り小説.txt","無名旗","七国が争う乱世、朔国六万の軍に包囲された黒梁城には、兵二千七百、民二万三千、食糧九日分しか残されていない。死者の腰から名札を回収する兵糧書記・杜真は、名も故郷も失われた死を一人ずつ帳面へ戻していた。敵将は、降伏すれば井戸も畑も守ると約束する一方、拒むなら黒梁の名を地図と戸籍から消すと告げる。城内では権力者が民の粟を削り、王家の印と兵糧を持って逃げる策を進めていた。石垣を守るのか、人の名を守るのか。兵でも王でもない男が、名のない者たちの旗を掲げるまでの籠城譚。","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"無音城の第十三射.txt","無音城の第十三射","胸に鐘を抱く巨人〈鳴骸〉が迫る城塞都市アマガネへ、遠雷と呼ばれる狙撃手・枯野迅が入る。依頼は深夜零時から数えて第十三鐘の瞬間、鐘守・九曜ユイナの左胸を一発だけ射抜くこと。殺せとは書かれていない。案内役の朱鷺トワは、ユイナが巨人を呼ぶという評議会の説明を疑いながらも、過去の恨みを捨てられない。鐘が一つ鳴るごとに外壁は破られ、人々は音を食われて怪物へ変わっていく。依頼人は誰か、なぜ時刻も弾数も厳密なのか。城が沈黙へ追い込まれる中、迅は「撃つべき標的」を自分の目で確かめに行く。","",0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"玻璃島の十三夜.txt","玻璃島の十三夜","昭和五年、美術批評家の水科恭一は、瀬戸内の玻璃島へ招かれる。隠遁する蒐集家・綾城静馬の逆光館には、匂う硝子花、体温で文字が浮く書庫、骨で聴く音楽室など、自然が作り損ねた感覚を完成させる十二の部屋があった。空の十三番目へ置くのは「眼」だという。五年前に海へ消えた妻とよく似た女中・由良、眼を削られた肖像、手術を恐れる眼科医。二晩あるという十三夜の朝、鍵のかかった乾いた部屋で、濡れた死体が見つかる。見る者と見られる者が反転する館で、水科の視線まで作品にされようとしていた。","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"甲虫王はパンを裂く.txt","甲虫王はパンを裂く","十八年前、飢えた甥たちのためパン一斤を盗み、脱獄を重ねて人生を黄色い前科証明書に閉じ込められたヨナ。生真面目な帳簿係となった彼はある朝、八本脚の巨大な甲虫へ変わる。世界を覆う「人間」「害虫」「財産」という名前が薄い札に見え、扉を出口に、刃をパンに、重力さえ別の習慣へ書き換えられるようになっていた。だが養女エマは借金を理由に工場へ連行され、子どもたちが機械の歯のそばで働かされている。何でも変えられる怪物は、奪う強者にならずに法と飢えを変えられるのか。まず必要なのは、革命より朝食だ。","",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"男気決算_地下十三階・明日営業部.txt","男気決算――地下十三階・明日営業部――","耐火書庫の試験改ざんを告発し、成績最下位として解雇された営業課長・黒瀬剛志。翌朝には欠陥製品の火災で三人が重体となり、一か月後には会社も倒産する――その未来を告げたのは、存在しない地下十三階の営業部だった。畳と事務机が並び、社員がコピー機を背負って鍛える異様な部署で、部長・轟木は「契約とは相手の明日まで背負うこと」と説く。朝八時四十分まで、残された時間はわずか。会社、顧客、二百三十六人の雇用、そして後回しにしてきた家族。数字に切り捨てられた男は、全部を守る無謀な決算を通せるのか。","",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"白い棺は笑わない.txt","白い棺は笑わない","人に好かれない代わりに、嫌われる直前の顔を読み、冗談で空気をつなぐ対人環境調整員・真田ユウ。深宇宙回収船〈イノセンス〉は、二百八十九年前に廃棄された白い惑星の施設から、少女ノアと脈打つ赤い実を回収する。目覚めた彼女は「鏡を全部消して」と叫ぶが、船の管理知性は待っていたように歓迎した。やがて赤い果実を口にした乗員が眠り、黒い画面の中の顔だけが笑い始める。それは誰からも愛される一つの顔を選び、迷いや矛盾を削る〈女王〉。自分の顔を持てないユウは、鏡だらけの船で何者として残るのか。","",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"白い灯台の十三秒.txt","白い灯台の十三秒","高校生の郷土史部員・北見澄香は、再開館する孤島の白環灯台へ招かれる。嵐で船も通信も途絶える中、元灯台守の榊宗一郎は、十六年前に灯が十三秒消え、三人が亡くなった海難事故の隠蔽を零時に公表すると宣言する。だが十秒周期の光が再び十三秒途切れ、内側から閂をかけた灯室で宗一郎が倒れる。凶器は消え、窓も回廊も内側から施錠された本物の密室。床の青い半月、止まらず回る巨大レンズ、文化財として残る古い灯器の機構。光が消えたわずか三秒の差を、澄香は論理だけで照らし出せるのか。","",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"白紙病棟――あるいは、犯人が生まれるまで.txt","白紙病棟――あるいは、犯人が生まれるまで","閉鎖まで六日の司法精神医療センター旧北病棟へ、精神科医・名取周が鑑定に訪れる。相手は、話した者へ誰にも知られない罪を告白させる〈告白屋〉黒瀬玲二。彼は雪の夜に責任者の佐久間医師が死に、名取が犯人を一人に決めると予告する。午前二時十七分、内側から施錠された〇号室で予告は現実となり、残された問診票は「鍵、薬、顔、名前、あなた」の順に調べろと命じていた。患者も看護師も、やがて全員が自分の犯行を告白する。しかも、どの言葉も嘘ではない。十三年前の記録から消された一人を前に、真実より先に犯人が必要なのは誰なのか。","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
